tx_id,segment_value,payment_method,amount,root_cause,diagnosis_confidence,action,attempt_number,attempt_outcome,recovered,recovered_amount,reasoning
24180,gw_secondary,netbanking,20171.6,network_issue,1.0,reroute_alternate_gateway,2,recovered,True,20171.6,Attempt 2/3 via 'reroute_alternate_gateway' (success prob 82% at this point in time) -> succeeded.
24183,gw_secondary,netbanking,37427.41,network_issue,1.0,reroute_alternate_gateway,1,recovered,True,37427.41,Attempt 1/3 via 'reroute_alternate_gateway' (success prob 82% at this point in time) -> succeeded.
24218,gw_secondary,netbanking,43130.05,network_issue,1.0,reroute_alternate_gateway,1,recovered,True,43130.05,Attempt 1/3 via 'reroute_alternate_gateway' (success prob 82% at this point in time) -> succeeded.
24250,gw_secondary,netbanking,38690.38,network_issue,1.0,reroute_alternate_gateway,1,recovered,True,38690.38,Attempt 1/3 via 'reroute_alternate_gateway' (success prob 82% at this point in time) -> succeeded.
24253,gw_secondary,netbanking,7325.9,network_issue,1.0,reroute_alternate_gateway,1,recovered,True,7325.9,Attempt 1/3 via 'reroute_alternate_gateway' (success prob 82% at this point in time) -> succeeded.
24255,gw_secondary,netbanking,17687.7,network_issue,1.0,reroute_alternate_gateway,1,recovered,True,17687.7,Attempt 1/3 via 'reroute_alternate_gateway' (success prob 82% at this point in time) -> succeeded.
24292,gw_secondary,netbanking,1833.95,network_issue,1.0,reroute_alternate_gateway,1,recovered,True,1833.95,Attempt 1/3 via 'reroute_alternate_gateway' (success prob 82% at this point in time) -> succeeded.
24308,gw_secondary,netbanking,795.4,network_issue,1.0,reroute_alternate_gateway,1,failed,False,0.0,Attempt 1/3 via 'reroute_alternate_gateway' (success prob 82% at this point in time) -> failed.
24308,gw_secondary,netbanking,795.4,network_issue,1.0,reroute_alternate_gateway,2,failed,False,0.0,Attempt 2/3 via 'reroute_alternate_gateway' (success prob 82% at this point in time) -> failed.
24308,gw_secondary,netbanking,795.4,network_issue,1.0,reroute_alternate_gateway,3,recovered,True,795.4,Attempt 3/3 via 'reroute_alternate_gateway' (success prob 82% at this point in time) -> succeeded.
24311,gw_secondary,netbanking,18946.2,network_issue,1.0,reroute_alternate_gateway,1,recovered,True,18946.2,Attempt 1/3 via 'reroute_alternate_gateway' (success prob 82% at this point in time) -> succeeded.
24334,gw_secondary,netbanking,5648.53,network_issue,1.0,reroute_alternate_gateway,1,recovered,True,5648.53,Attempt 1/3 via 'reroute_alternate_gateway' (success prob 82% at this point in time) -> succeeded.
24342,gw_secondary,netbanking,40185.5,network_issue,1.0,reroute_alternate_gateway,1,recovered,True,40185.5,Attempt 1/3 via 'reroute_alternate_gateway' (success prob 82% at this point in time) -> succeeded.
24343,gw_secondary,netbanking,18289.6,network_issue,1.0,reroute_alternate_gateway,1,recovered,True,18289.6,Attempt 1/3 via 'reroute_alternate_gateway' (success prob 82% at this point in time) -> succeeded.
24359,gw_secondary,netbanking,6381.79,network_issue,1.0,reroute_alternate_gateway,1,recovered,True,6381.79,Attempt 1/3 via 'reroute_alternate_gateway' (success prob 82% at this point in time) -> succeeded.
24372,gw_secondary,netbanking,10066.04,network_issue,1.0,reroute_alternate_gateway,1,recovered,True,10066.04,Attempt 1/3 via 'reroute_alternate_gateway' (success prob 82% at this point in time) -> succeeded.
24426,gw_secondary,netbanking,39017.38,network_issue,1.0,reroute_alternate_gateway,1,recovered,True,39017.38,Attempt 1/3 via 'reroute_alternate_gateway' (success prob 82% at this point in time) -> succeeded.
24436,gw_secondary,netbanking,21254.94,network_issue,1.0,reroute_alternate_gateway,1,failed,False,0.0,Attempt 1/3 via 'reroute_alternate_gateway' (success prob 82% at this point in time) -> failed.
24436,gw_secondary,netbanking,21254.94,network_issue,1.0,reroute_alternate_gateway,2,recovered,True,21254.94,Attempt 2/3 via 'reroute_alternate_gateway' (success prob 82% at this point in time) -> succeeded.
24467,gw_secondary,netbanking,6969.26,network_issue,1.0,reroute_alternate_gateway,1,recovered,True,6969.26,Attempt 1/3 via 'reroute_alternate_gateway' (success prob 82% at this point in time) -> succeeded.
24503,gw_secondary,netbanking,25283.39,network_issue,1.0,reroute_alternate_gateway,1,recovered,True,25283.39,Attempt 1/3 via 'reroute_alternate_gateway' (success prob 82% at this point in time) -> succeeded.
24510,gw_secondary,netbanking,8948.14,network_issue,1.0,reroute_alternate_gateway,1,failed,False,0.0,Attempt 1/3 via 'reroute_alternate_gateway' (success prob 82% at this point in time) -> failed.
24510,gw_secondary,netbanking,8948.14,network_issue,1.0,reroute_alternate_gateway,2,recovered,True,8948.14,Attempt 2/3 via 'reroute_alternate_gateway' (success prob 82% at this point in time) -> succeeded.
24526,gw_secondary,netbanking,24608.03,network_issue,1.0,reroute_alternate_gateway,1,recovered,True,24608.03,Attempt 1/3 via 'reroute_alternate_gateway' (success prob 82% at this point in time) -> succeeded.
24554,gw_secondary,netbanking,29804.99,network_issue,1.0,reroute_alternate_gateway,1,failed,False,0.0,Attempt 1/3 via 'reroute_alternate_gateway' (success prob 82% at this point in time) -> failed.
24554,gw_secondary,netbanking,29804.99,network_issue,1.0,reroute_alternate_gateway,2,failed,False,0.0,Attempt 2/3 via 'reroute_alternate_gateway' (success prob 82% at this point in time) -> failed.
24554,gw_secondary,netbanking,29804.99,network_issue,1.0,reroute_alternate_gateway,3,recovered,True,29804.99,Attempt 3/3 via 'reroute_alternate_gateway' (success prob 82% at this point in time) -> succeeded.
